"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"CTI6" "MATCH" "1" "CTI6" "S. cerevisiae" "Cyc8-Tup1 Interacting protein" "1521" "YPL181W" "S000006102" "ORF"
"URN1" "MATCH" "1" "URN1" "S. cerevisiae" "U2-U5-U6 snRNP, RES complex, and NTC interacting protein" "1398" "YPR152C" "S000006356" "ORF"
"SAS4" "MATCH" "1" "SAS4" "S. cerevisiae" "Something About Silencing" "1446" "YDR181C" "S000002589" "ORF"
"RIM101" "MATCH" "1" "RIM101" "S. cerevisiae" "Regulator of IME2" "1878" "YHL027W" "S000001019" "ORF"
"VID28" "MATCH" "1" "VID28" "S. cerevisiae" "Vacuolar Import and Degradation" "2766" "YIL017C" "S000001279" "ORF"
"SAS2" "MATCH" "1" "SAS2" "S. cerevisiae" "Something About Silencing" "1017" "YMR127C" "S000004734" "ORF"
"MSH1" "MATCH" "1" "MSH1" "S. cerevisiae" "MutS Homolog" "2880" "YHR120W" "S000001162" "ORF"
"IST3" "MATCH" "1" "IST3" "S. cerevisiae" "Increased Sodium Tolerance" "447" "YIR005W" "S000001444" "ORF"
"GAL80" "MATCH" "1" "GAL80" "S. cerevisiae" "GALactose metabolism" "1308" "YML051W" "S000004515" "ORF"
"SAP30" "MATCH" "1" "SAP30" "S. cerevisiae" "Sin3-Associated Polypeptide" "606" "YMR263W" "S000004876" "ORF"
"PHO13" "MATCH" "1" "PHO13" "S. cerevisiae" "PHOsphate metabolism" "939" "YDL236W" "S000002395" "ORF"
"PPZ1" "MATCH" "1" "PPZ1" "S. cerevisiae" "Protein Phosphatase Z" "2079" "YML016C" "S000004478" "ORF"
"CAC2" "MATCH" "1" "CAC2" "S. cerevisiae" "Chromatin Assembly Complex" "1407" "YML102W" "S000004570" "ORF"
"LOC1" "MATCH" "1" "LOC1" "S. cerevisiae" "LOCalization of mRNA" "615" "YFR001W" "S000001897" "ORF"
"RIM11" "MATCH" "1" "RIM11" "S. cerevisiae" "Regulator of IME2" "1113" "YMR139W" "S000004747" "ORF"
"MSH2" "MATCH" "1" "MSH2" "S. cerevisiae" "MutS Homolog" "2895" "YOL090W" "S000005450" "ORF"
"SAS5" "MATCH" "1" "SAS5" "S. cerevisiae" "Something About Silencing" "747" "YOR213C" "S000005739" "ORF"
"RIM15" "MATCH" "1" "RIM15" "S. cerevisiae" "Regulator of IME2" "5313" "YFL033C" "S000001861" "ORF"
"SKI3" "MATCH" "1" "SKI3" "S. cerevisiae" "SuperKIller" "4299" "YPR189W" "S000006393" "ORF"
"ISW1" "MATCH" "1" "ISW1" "S. cerevisiae" "Imitation SWitch subfamily" "3390" "YBR245C" "S000000449" "ORF"
"ISW2" "MATCH" "1" "ISW2" "S. cerevisiae" "Imitation SWitch subfamily" "3363" "YOR304W" "S000005831" "ORF"
"UBR2" "MATCH" "1" "UBR2" "S. cerevisiae" "" "5619" "YLR024C" "S000004014" "ORF"
"EDE1" "MATCH" "1" "EDE1" "S. cerevisiae" "EH Domains and Endocytosis" "4146" "YBL047C" "S000000143" "ORF"
"UBR1" "MATCH" "1" "UBR1" "S. cerevisiae" "" "5853" "YGR184C" "S000003416" "ORF"
"PUF6" "MATCH" "1" "PUF6" "S. cerevisiae" "PUmilio-homology domain Family" "1971" "YDR496C" "S000002904" "ORF"
"PHO23" "MATCH" "1" "PHO23" "S. cerevisiae" "PHOsphate metabolism" "993" "YNL097C" "S000005041" "ORF"
"SWA2" "MATCH" "1" "SWA2" "S. cerevisiae" "Synthetic lethal With Arf1" "2007" "YDR320C" "S000002728" "ORF"
"CBF1" "MATCH" "1" "CBF1" "S. cerevisiae" "Centromere Binding Factor" "1056" "YJR060W" "S000003821" "ORF"
"PUF4" "MATCH" "1" "PUF4" "S. cerevisiae" "PUmilio-homology domain Family" "2667" "YGL014W" "S000002982" "ORF"
"PUF3" "MATCH" "1" "PUF3" "S. cerevisiae" "PUmilio-homology domain Family" "2640" "YLL013C" "S000003936" "ORF"
"BCK1" "MATCH" "1" "BCK1" "S. cerevisiae" "Bypass of C Kinase" "4437" "YJL095W" "S000003631" "ORF"
"VAM3" "MATCH" "1" "VAM3" "S. cerevisiae" "VAcuolar Morphogenesis" "852" "YOR106W" "S000005632" "ORF"
"EUG1" "MATCH" "1" "EUG1" "S. cerevisiae" "ER protein Unnecessary for Growth" "1554" "YDR518W" "S000002926" "ORF"
"SPT3" "MATCH" "1" "SPT3" "S. cerevisiae" "SuPpressor of Ty's" "1014" "YDR392W" "S000002800" "ORF"
"SPT4" "MATCH" "1" "SPT4" "S. cerevisiae" "SuPpressor of Ty's" "309" "YGR063C" "S000003295" "ORF"
"VAM6" "MATCH" "1" "VAM6" "S. cerevisiae" "VAcuolar Morphogenesis" "3150" "YDL077C" "S000002235" "ORF"
"AFT1" "MATCH" "1" "AFT1" "S. cerevisiae" "Activator of Ferrous Transport" "2073" "YGL071W" "S000003039" "ORF"
"SAP190" "MATCH" "1" "SAP190" "S. cerevisiae" "Sit4 Associated Protein" "3102" "YKR028W" "S000001736" "ORF"
"ESC2" "MATCH" "1" "ESC2" "S. cerevisiae" "Establishment of Silent Chromatin" "1371" "YDR363W" "S000002771" "ORF"
"SPT2" "MATCH" "1" "SPT2" "S. cerevisiae" "SuPpressor of Ty's" "1002" "YER161C" "S000000963" "ORF"
"NOP12" "MATCH" "1" "NOP12" "S. cerevisiae" "NucleOlar Protein" "1380" "YOL041C" "S000005401" "ORF"
"YIL001W" "MATCH" "1" "" "S. cerevisiae" "" "1542" "YIL001W" "S000001263" "ORF"
"LSM1" "MATCH" "1" "LSM1" "S. cerevisiae" "Like SM" "519" "YJL124C" "S000003660" "ORF"
"CTK1" "MATCH" "1" "CTK1" "S. cerevisiae" "Carboxy-Terminal domain Kinase" "1587" "YKL139W" "S000001622" "ORF"
"KSP1" "MATCH" "1" "KSP1" "S. cerevisiae" "Kinase Suppressing Prp20-10" "3090" "YHR082C" "S000001124" "ORF"
"GLN3" "MATCH" "1" "GLN3" "S. cerevisiae" "GLutamiNe metabolism" "2193" "YER040W" "S000000842" "ORF"
"PTC4" "MATCH" "1" "PTC4" "S. cerevisiae" "Phosphatase Two C" "1182" "YBR125C" "S000000329" "ORF"
"LSM7" "MATCH" "1" "LSM7" "S. cerevisiae" "Like SM" "444" "YNL147W" "S000005091" "ORF"
"LSM6" "MATCH" "1" "LSM6" "S. cerevisiae" "Like SM" "261" "YDR378C" "S000002786" "ORF"
"DAL81" "MATCH" "1" "DAL81" "S. cerevisiae" "Degradation of Allantoin" "2913" "YIR023W" "S000001462" "ORF"
"PTC1" "MATCH" "1" "PTC1" "S. cerevisiae" "Phosphatase type Two C" "846" "YDL006W" "S000002164" "ORF"
"MCK1" "MATCH" "1" "MCK1" "S. cerevisiae" "Meiosis and Centromere regulatory Kinase" "1128" "YNL307C" "S000005251" "ORF"
"RNR4" "MATCH" "1" "RNR4" "S. cerevisiae" "RiboNucleotide Reductase" "1038" "YGR180C" "S000003412" "ORF"
"ACO1" "MATCH" "1" "ACO1" "S. cerevisiae" "ACOnitase" "2337" "YLR304C" "S000004295" "ORF"
"PIN4" "MATCH" "1" "PIN4" "S. cerevisiae" "Psi+ INducibility" "2007" "YBL051C" "S000000147" "ORF"
"KAP120" "MATCH" "1" "KAP120" "S. cerevisiae" "KAryoPherin" "3099" "YPL125W" "S000006046" "ORF"
"ASK10" "MATCH" "1" "ASK10" "S. cerevisiae" "Activator of SKn7" "3441" "YGR097W" "S000003329" "ORF"
"KAP122" "MATCH" "1" "KAP122" "S. cerevisiae" "KAryoPherin" "3246" "YGL016W" "S000002984" "ORF"
"FIN1" "MATCH" "1" "FIN1" "S. cerevisiae" "Filaments In between Nuclei" "876" "YDR130C" "S000002537" "ORF"
"INO4" "MATCH" "1" "INO4" "S. cerevisiae" "INOsitol requiring" "456" "YOL108C" "S000005468" "ORF"
"IKI1" "MATCH" "1" "IKI1" "S. cerevisiae" "Insensitive to KIller toxin" "930" "YHR187W" "S000001230" "ORF"
"HHF1" "MATCH" "1" "HHF1" "S. cerevisiae" "Histone H Four" "312" "YBR009C" "S000000213" "ORF"
"INO2" "MATCH" "1" "INO2" "S. cerevisiae" "INOsitol requiring" "915" "YDR123C" "S000002530" "ORF"
"KAP123" "MATCH" "1" "KAP123" "S. cerevisiae" "KAryoPherin" "3342" "YER110C" "S000000912" "ORF"
"IKI3" "MATCH" "1" "IKI3" "S. cerevisiae" "Insensitive to KIller toxin" "4050" "YLR384C" "S000004376" "ORF"
"CDC73" "MATCH" "1" "CDC73" "S. cerevisiae" "Cell Division Cycle" "1182" "YLR418C" "S000004410" "ORF"
"MAK31" "MATCH" "1" "MAK31" "S. cerevisiae" "MAintenance of Killer" "267" "YCR020C-A" "S000000614" "ORF"
"HSC82" "MATCH" "1" "HSC82" "S. cerevisiae" "" "2118" "YMR186W" "S000004798" "ORF"
"SWC5" "MATCH" "1" "SWC5" "S. cerevisiae" "SWr Complex" "912" "YBR231C" "S000000435" "ORF"
"VPS71" "MATCH" "1" "VPS71" "S. cerevisiae" "Vacuolar Protein Sorting" "843" "YML041C" "S000004505" "ORF"
"MFT1" "MATCH" "1" "MFT1" "S. cerevisiae" "Mitochondrial Fusion Targeting" "1179" "YML062C" "S000004527" "ORF"
"YAF9" "MATCH" "1" "YAF9" "S. cerevisiae" "Yeast homolog of the human leukemogenic protein AF9" "681" "YNL107W" "S000005051" "ORF"
"YHR003C" "MATCH" "1" "TCD1" "S. cerevisiae" "tRNA ThreonylCarbamoyladenosine Dehydratase" "1290" "YHR003C" "S000001045" "ORF"
"SWC3" "MATCH" "1" "SWC3" "S. cerevisiae" "SWr Complex" "1878" "YAL011W" "S000000009" "ORF"
"LEU3" "MATCH" "1" "LEU3" "S. cerevisiae" "LEUcine biosynthesis" "2661" "YLR451W" "S000004443" "ORF"
"EXO1" "MATCH" "1" "EXO1" "S. cerevisiae" "EXOnuclease" "2109" "YOR033C" "S000005559" "ORF"
"VPS72" "MATCH" "1" "VPS72" "S. cerevisiae" "Vacuolar Protein Sorting" "2388" "YDR485C" "S000002893" "ORF"
"PFK2" "MATCH" "1" "PFK2" "S. cerevisiae" "PhosphoFructoKinase" "2880" "YMR205C" "S000004818" "ORF"
"PFK1" "MATCH" "1" "PFK1" "S. cerevisiae" "PhosphoFructoKinase" "2964" "YGR240C" "S000003472" "ORF"
"TPS2" "MATCH" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"CGR1" "MATCH" "1" "CGR1" "S. cerevisiae" "Coiled-coil Growth-Regulated" "363" "YGL029W" "S000002997" "ORF"
"DPB3" "MATCH" "1" "DPB3" "S. cerevisiae" "DNA Polymerase B (II) subunit" "606" "YBR278W" "S000000482" "ORF"
"DPB4" "MATCH" "1" "DPB4" "S. cerevisiae" "DNA Polymerase B (II) subunit" "591" "YDR121W" "S000002528" "ORF"
"ESC8" "MATCH" "1" "ESC8" "S. cerevisiae" "Establishes Silent Chromatin" "2145" "YOL017W" "S000005377" "ORF"
"PDE2" "MATCH" "1" "PDE2" "S. cerevisiae" "PhosphoDiEsterase" "1581" "YOR360C" "S000005887" "ORF"
"SIF2" "MATCH" "1" "SIF2" "S. cerevisiae" "Sir4p-Interacting Factor" "1608" "YBR103W" "S000000307" "ORF"
"HOS3" "MATCH" "1" "HOS3" "S. cerevisiae" "Hda One Similar" "2094" "YPL116W" "S000006037" "ORF"
"SPT7" "MATCH" "1" "SPT7" "S. cerevisiae" "SuPpressor of Ty's" "3999" "YBR081C" "S000000285" "ORF"
"HMO1" "MATCH" "1" "HMO1" "S. cerevisiae" "High MObility group (HMG) family" "741" "YDR174W" "S000002581" "ORF"
"SPT8" "MATCH" "1" "SPT8" "S. cerevisiae" "SuPpressor of Ty" "1809" "YLR055C" "S000004045" "ORF"
"PBA1" "MATCH" "1" "PBA1" "S. cerevisiae" "Proteasome Biogenesis-Associated" "917" "YLR199C" "S000004189" "ORF"
"HOS2" "MATCH" "1" "HOS2" "S. cerevisiae" "Hda One Similar" "1359" "YGL194C" "S000003162" "ORF"
"HOS4" "MATCH" "1" "HOS4" "S. cerevisiae" "Hda One Similar" "3252" "YIL112W" "S000001374" "ORF"
"MCM21" "MATCH" "1" "MCM21" "S. cerevisiae" "MiniChromosome Maintenance" "1190" "YDR318W" "S000002726" "ORF"
"NRG1" "MATCH" "1" "NRG1" "S. cerevisiae" "Negative Regulator of Glucose-repressed genes" "696" "YDR043C" "S000002450" "ORF"
"BUR2" "MATCH" "1" "BUR2" "S. cerevisiae" "Bypass UAS Requirement" "1188" "YLR226W" "S000004216" "ORF"
"TOP3" "MATCH" "1" "TOP3" "S. cerevisiae" "TOPoisomerase" "1971" "YLR234W" "S000004224" "ORF"
"YDR306C" "MATCH" "1" "PFU1" "S. cerevisiae" "Pheromone, F-box, Ubiquitination" "1437" "YDR306C" "S000002714" "ORF"
"POL32" "MATCH" "1" "POL32" "S. cerevisiae" "POLymerase" "1053" "YJR043C" "S000003804" "ORF"
"HNT3" "MATCH" "1" "HNT3" "S. cerevisiae" "Histidine triad NucleoTide-binding" "654" "YOR258W" "S000005784" "ORF"
"CUP9" "MATCH" "1" "CUP9" "S. cerevisiae" "" "921" "YPL177C" "S000006098" "ORF"
"LRP1" "MATCH" "1" "LRP1" "S. cerevisiae" "Like RrP6" "555" "YHR081W" "S000001123" "ORF"
"TIF2" "MATCH" "1" "TIF2" "S. cerevisiae" "Translation Initiation Factor" "1188" "YJL138C" "S000003674" "ORF"
"ARP8" "MATCH" "1" "ARP8" "S. cerevisiae" "Actin-Related Protein" "2646" "YOR141C" "S000005667" "ORF"
"ARP6" "MATCH" "1" "ARP6" "S. cerevisiae" "Actin-Related Protein" "1317" "YLR085C" "S000004075" "ORF"
"PTH2" "MATCH" "1" "PTH2" "S. cerevisiae" "Peptidyl-Trna Hydrolase" "627" "YBL057C" "S000000153" "ORF"
"YLH47" "MATCH" "1" "YLH47" "S. cerevisiae" "Yeast LETM1 Homolog of 47 kD" "1365" "YPR125W" "S000006329" "ORF"
"KAR3" "MATCH" "1" "KAR3" "S. cerevisiae" "KARyogamy" "2190" "YPR141C" "S000006345" "ORF"
"DUN1" "MATCH" "1" "DUN1" "S. cerevisiae" "DNA-damage UNinducible" "1542" "YDL101C" "S000002259" "ORF"
"YKL161C" "MATCH" "1" "KDX1" "S. cerevisiae" "Kinase Dead X-talker" "1302" "YKL161C" "S000001644" "ORF"
"RIM1" "MATCH" "1" "RIM1" "S. cerevisiae" "Replication In Mitochondria" "491" "YCR028C-A" "S000007222" "ORF"
"SNT1" "MATCH" "1" "SNT1" "S. cerevisiae" "SaNT domains" "3681" "YCR033W" "S000000629" "ORF"
"FKS1" "MATCH" "1" "FKS1" "S. cerevisiae" "FK506 Sensitivity" "5631" "YLR342W" "S000004334" "ORF"
"ECM30" "MATCH" "1" "ECM30" "S. cerevisiae" "ExtraCellular Mutant" "3825" "YLR436C" "S000004428" "ORF"
"CSM3" "MATCH" "1" "CSM3" "S. cerevisiae" "Chromosome Segregation in Meiosis" "954" "YMR048W" "S000004651" "ORF"
"MSN5" "MATCH" "1" "MSN5" "S. cerevisiae" "Multicopy suppressor of SNf1 mutation" "3675" "YDR335W" "S000002743" "ORF"
"KIN82" "MATCH" "1" "KIN82" "S. cerevisiae" "protein KINase" "2163" "YCR091W" "S000000687" "ORF"
"TMA23" "MATCH" "1" "TMA23" "S. cerevisiae" "Translation Machinery Associated" "636" "YMR269W" "S000004882" "ORF"
"JNM1" "MATCH" "1" "JNM1" "S. cerevisiae" "Just Nuclear Migration" "1122" "YMR294W" "S000004908" "ORF"
"TMA22" "MATCH" "1" "TMA22" "S. cerevisiae" "Translation Machinery Associated" "597" "YJR014W" "S000003775" "ORF"
"CSM1" "MATCH" "1" "CSM1" "S. cerevisiae" "Chromosome Segregation in Meiosis" "573" "YCR086W" "S000000682" "ORF"
"MSN2" "MATCH" "1" "MSN2" "S. cerevisiae" "Multicopy suppressor of SNF1 mutation" "2115" "YMR037C" "S000004640" "ORF"
"RAD52" "MATCH" "1" "RAD52" "S. cerevisiae" "RADiation sensitive" "1416" "YML032C" "S000004494" "ORF"
"ROX1" "MATCH" "1" "ROX1" "S. cerevisiae" "Regulation by OXygen" "1107" "YPR065W" "S000006269" "ORF"
"YJL206C" "MATCH" "1" "" "S. cerevisiae" "" "2277" "YJL206C" "S000003741" "ORF"
"RAD50" "MATCH" "1" "RAD50" "S. cerevisiae" "RADiation sensitive" "3939" "YNL250W" "S000005194" "ORF"
"CGI121" "MATCH" "1" "CGI121" "S. cerevisiae" "homolog of human CGI-121" "652" "YML036W" "S000004500" "ORF"
"SWD3" "MATCH" "1" "SWD3" "S. cerevisiae" "Set1c, WD40 repeat protein" "948" "YBR175W" "S000000379" "ORF"
"RAD57" "MATCH" "1" "RAD57" "S. cerevisiae" "RADiation sensitive" "1383" "YDR004W" "S000002411" "ORF"
"SWD1" "MATCH" "1" "SWD1" "S. cerevisiae" "Set1c, WD40 repeat protein" "1281" "YAR003W" "S000000064" "ORF"
"RAD54" "MATCH" "1" "RAD54" "S. cerevisiae" "RADiation sensitive" "2697" "YGL163C" "S000003131" "ORF"
"RAD55" "MATCH" "1" "RAD55" "S. cerevisiae" "RADiation sensitive" "1221" "YDR076W" "S000002483" "ORF"
"VPS41" "MATCH" "1" "VPS41" "S. cerevisiae" "Vacuolar Protein Sorting" "2979" "YDR080W" "S000002487" "ORF"
"DOA1" "MATCH" "1" "DOA1" "S. cerevisiae" "Degradation Of Alpha" "2148" "YKL213C" "S000001696" "ORF"
"YCK3" "MATCH" "1" "YCK3" "S. cerevisiae" "Yeast Casein Kinase" "1575" "YER123W" "S000000925" "ORF"
"DOA4" "MATCH" "1" "DOA4" "S. cerevisiae" "Degradation Of Alpha" "2781" "YDR069C" "S000002476" "ORF"
"TRX2" "MATCH" "1" "TRX2" "S. cerevisiae" "ThioRedoXin" "315" "YGR209C" "S000003441" "ORF"
"LTV1" "MATCH" "1" "LTV1" "S. cerevisiae" "Low Temperature Viability" "1392" "YKL143W" "S000001626" "ORF"
"UBX2" "MATCH" "1" "UBX2" "S. cerevisiae" "UBiquitin regulatory X" "1755" "YML013W" "S000004475" "ORF"
"TFB5" "MATCH" "1" "TFB5" "S. cerevisiae" "" "219" "YDR079C-A" "S000007603" "ORF"
"PHO80" "MATCH" "1" "PHO80" "S. cerevisiae" "PHOsphate metabolism" "882" "YOL001W" "S000005361" "ORF"
"DDR48" "MATCH" "1" "DDR48" "S. cerevisiae" "DNA Damage Responsive" "1293" "YMR173W" "S000004784" "ORF"
"FAB1" "MATCH" "1" "FAB1" "S. cerevisiae" "Forms Aploid and Binucleate cells" "6837" "YFR019W" "S000001915" "ORF"
"PEX22" "MATCH" "1" "PEX22" "S. cerevisiae" "PEroXisome related" "543" "YAL055W" "S000000051" "ORF"
"BRO1" "MATCH" "1" "BRO1" "S. cerevisiae" "BCK1-like Resistance to Osmotic shock" "2535" "YPL084W" "S000006005" "ORF"
"APN2" "MATCH" "1" "APN2" "S. cerevisiae" "APurinic/apyrimidinic eNdonuclease" "1563" "YBL019W" "S000000115" "ORF"
"JHD2" "MATCH" "1" "JHD2" "S. cerevisiae" "JmjC domain-containing Histone Demethylase" "2187" "YJR119C" "S000003880" "ORF"
"RPS0B" "MATCH" "1" "RPS0B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1118" "YLR048W" "S000004038" "ORF"
"UBX3" "MATCH" "1" "UBX3" "S. cerevisiae" "UBiquitin regulatory X" "1368" "YDL091C" "S000002249" "ORF"
"SIW14" "MATCH" "1" "SIW14" "S. cerevisiae" "Synthetic Interaction with Whi2" "846" "YNL032W" "S000004977" "ORF"
"RNY1" "MATCH" "1" "RNY1" "S. cerevisiae" "RiboNuclease from Yeast" "1305" "YPL123C" "S000006044" "ORF"
"MBP1" "MATCH" "1" "MBP1" "S. cerevisiae" "MluI-box Binding Protein" "2502" "YDL056W" "S000002214" "ORF"
"CDC26" "MATCH" "1" "CDC26" "S. cerevisiae" "Cell Division Cycle" "375" "YFR036W" "S000001932" "ORF"
"ERG2" "MATCH" "1" "ERG2" "S. cerevisiae" "ERGosterol biosynthesis" "669" "YMR202W" "S000004815" "ORF"
"NHP10" "MATCH" "1" "NHP10" "S. cerevisiae" "Non-Histone Protein" "612" "YDL002C" "S000002160" "ORF"
"REG1" "MATCH" "1" "REG1" "S. cerevisiae" "REsistance to Glucose repression" "3045" "YDR028C" "S000002435" "ORF"
"PHO85" "MATCH" "1" "PHO85" "S. cerevisiae" "PHOsphate metabolism" "1020" "YPL031C" "S000005952" "ORF"
"BCS1" "MATCH" "1" "BCS1" "S. cerevisiae" "ubiquinol-cytochrome c reductase (bc1) Synthesis" "1371" "YDR375C" "S000002783" "ORF"
"CLA4" "MATCH" "1" "CLA4" "S. cerevisiae" "CLn Activity dependant" "2529" "YNL298W" "S000005242" "ORF"
"SKN7" "MATCH" "1" "SKN7" "S. cerevisiae" "Suppressor of Kre Null" "1869" "YHR206W" "S000001249" "ORF"
"NCE102" "MATCH" "1" "NCE102" "S. cerevisiae" "NonClassical Export" "522" "YPR149W" "S000006353" "ORF"
"MRN1" "MATCH" "1" "MRN1" "S. cerevisiae" "Multicopy supressor of rsc nhp6" "1839" "YPL184C" "S000006105" "ORF"
"HDA2" "MATCH" "1" "HDA2" "S. cerevisiae" "Histone DeAcetylase" "2025" "YDR295C" "S000002703" "ORF"
"HDA1" "MATCH" "1" "HDA1" "S. cerevisiae" "Histone DeAcetylase" "2121" "YNL021W" "S000004966" "ORF"
"MDM30" "MATCH" "1" "MDM30" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "1797" "YLR368W" "S000004360" "ORF"
"CDC40" "MATCH" "1" "CDC40" "S. cerevisiae" "Cell Division Cycle" "1368" "YDR364C" "S000002772" "ORF"
"HDA3" "MATCH" "1" "HDA3" "S. cerevisiae" "Histone DeAcetylase" "1968" "YPR179C" "S000006383" "ORF"
"YLR352W" "MATCH" "1" "LUG1" "S. cerevisiae" "Lets [URE3]/ure2 Grow" "2424" "YLR352W" "S000004344" "ORF"
"WSS1" "MATCH" "1" "WSS1" "S. cerevisiae" "Weak Suppressor of Smt3" "810" "YHR134W" "S000001176" "ORF"
"PRE9" "MATCH" "1" "PRE9" "S. cerevisiae" "PRoteinase yscE" "777" "YGR135W" "S000003367" "ORF"
"MDS3" "MATCH" "1" "MDS3" "S. cerevisiae" "Mck1 Dosage Suppressor" "4464" "YGL197W" "S000003165" "ORF"
"SUB1" "MATCH" "1" "SUB1" "S. cerevisiae" "SUppressor of TFIIB mutations" "879" "YMR039C" "S000004642" "ORF"
"RSA1" "MATCH" "1" "RSA1" "S. cerevisiae" "RiboSome Assembly" "1146" "YPL193W" "S000006114" "ORF"
"ERF2" "MATCH" "1" "ERF2" "S. cerevisiae" "Effect on Ras Function" "1080" "YLR246W" "S000004236" "ORF"
"DOC1" "MATCH" "1" "DOC1" "S. cerevisiae" "Destruction Of Cyclin B" "753" "YGL240W" "S000003209" "ORF"
"SKO1" "MATCH" "1" "SKO1" "S. cerevisiae" "Suppressor of Kinase Overexpression" "1944" "YNL167C" "S000005111" "ORF"
"DEP1" "MATCH" "1" "DEP1" "S. cerevisiae" "Disability in regulation of Expression of genes involved in Phospholipid biosynthesis" "1218" "YAL013W" "S000000011" "ORF"
"CLB5" "MATCH" "1" "CLB5" "S. cerevisiae" "CycLin B" "1308" "YPR120C" "S000006324" "ORF"
"JJJ1" "MATCH" "1" "JJJ1" "S. cerevisiae" "J-protein (Type III)" "1773" "YNL227C" "S000005171" "ORF"
"CLB2" "MATCH" "1" "CLB2" "S. cerevisiae" "CycLin B" "1476" "YPR119W" "S000006323" "ORF"
"CTR9" "MATCH" "1" "CTR9" "S. cerevisiae" "Cln Three (CLN3) Requiring" "3234" "YOL145C" "S000005505" "ORF"
"CLB1" "MATCH" "1" "CLB1" "S. cerevisiae" "CycLin B" "1416" "YGR108W" "S000003340" "ORF"
"SWI4" "MATCH" "1" "SWI4" "S. cerevisiae" "SWItching deficient" "3282" "YER111C" "S000000913" "ORF"
"SWI3" "MATCH" "1" "SWI3" "S. cerevisiae" "SWItching deficient" "2478" "YJL176C" "S000003712" "ORF"
"NMD2" "MATCH" "1" "NMD2" "S. cerevisiae" "Nonsense-mediated MRNA Decay" "3383" "YHR077C" "S000001119" "ORF"
"RTF1" "MATCH" "1" "RTF1" "S. cerevisiae" "Restores TBP Function" "1677" "YGL244W" "S000003213" "ORF"
"VPS1" "MATCH" "1" "VPS1" "S. cerevisiae" "Vacuolar Protein Sorting" "2115" "YKR001C" "S000001709" "ORF"
"SLT2" "MATCH" "1" "SLT2" "S. cerevisiae" "Suppressor of the LyTic phenotype" "1455" "YHR030C" "S000001072" "ORF"
"VPS3" "MATCH" "1" "VPS3" "S. cerevisiae" "Vacuolar Protein Sorting" "3036" "YDR495C" "S000002903" "ORF"
"VPS4" "MATCH" "1" "VPS4" "S. cerevisiae" "Vacuolar Protein Sorting" "1314" "YPR173C" "S000006377" "ORF"
"TUB3" "MATCH" "1" "TUB3" "S. cerevisiae" "TUBulin" "1636" "YML124C" "S000004593" "ORF"
"SWI6" "MATCH" "1" "SWI6" "S. cerevisiae" "SWItching deficient" "2412" "YLR182W" "S000004172" "ORF"
"RPL16A" "MATCH" "1" "RPL16A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "890" "YIL133C" "S000001395" "ORF"
"VPS8" "MATCH" "1" "VPS8" "S. cerevisiae" "Vacuolar Protein Sorting" "3825" "YAL002W" "S000000002" "ORF"
"SWI5" "MATCH" "1" "SWI5" "S. cerevisiae" "SWItching deficient" "2130" "YDR146C" "S000002553" "ORF"
"TEC1" "MATCH" "1" "TEC1" "S. cerevisiae" "Transposon Enhancement Control" "1461" "YBR083W" "S000000287" "ORF"
"NAM7" "MATCH" "1" "NAM7" "S. cerevisiae" "Nuclear Accommodation of Mitochondria" "2916" "YMR080C" "S000004685" "ORF"
"RCE1" "MATCH" "1" "RCE1" "S. cerevisiae" "Ras and a-factor Converting Enzyme" "948" "YMR274C" "S000004887" "ORF"
"SIN3" "MATCH" "1" "SIN3" "S. cerevisiae" "Switch INdependent" "4611" "YOL004W" "S000005364" "ORF"
"CKA2" "MATCH" "1" "CKA2" "S. cerevisiae" "Casein Kinase Alpha' subunit" "1020" "YOR061W" "S000005587" "ORF"
"EAF1" "MATCH" "1" "EAF1" "S. cerevisiae" "Esa1p-Associated Factor" "2949" "YDR359C" "S000002767" "ORF"
"CKA1" "MATCH" "1" "CKA1" "S. cerevisiae" "Casein Kinase Alpha subunit" "1119" "YIL035C" "S000001297" "ORF"
"KTI12" "MATCH" "1" "KTI12" "S. cerevisiae" "Kluveromyces lactis Toxin Insensitive" "942" "YKL110C" "S000001593" "ORF"
"EAF3" "MATCH" "1" "EAF3" "S. cerevisiae" "Esa1p-Associated Factor" "1206" "YPR023C" "S000006227" "ORF"
"RSC1" "MATCH" "1" "RSC1" "S. cerevisiae" "Remodel the Structure of Chromatin" "2787" "YGR056W" "S000003288" "ORF"
"BMH1" "MATCH" "1" "BMH1" "S. cerevisiae" "Brain Modulosignalin Homolog" "804" "YER177W" "S000000979" "ORF"
"EAF5" "MATCH" "1" "EAF5" "S. cerevisiae" "Esa1p-Associated Factor" "840" "YEL018W" "S000000744" "ORF"
"EAF6" "MATCH" "1" "EAF6" "S. cerevisiae" "Esa1p-Associated Factor" "342" "YJR082C" "S000003842" "ORF"
"EAF7" "MATCH" "1" "EAF7" "S. cerevisiae" "Esa1-Associated Factor" "1278" "YNL136W" "S000005080" "ORF"
